date,Valuation,IPO,Recommendations,Pharmaceuticals,Capital Markets,Energy,Management,Earnings,Federal Reserve,Retail,Technology,Mergers & Acquisitions,Debt Offerings,Corporate Strategy,Job Market
20140217,0.002826,0.000806,0.003106,0.001977,0.003293,0.004387,0.001530,0.004019,0.002907,0.002093,0.004403,0.004040,0.001977,0.006452,0.001314
20140224,0.002863,0.000712,0.002845,0.001907,0.003130,0.003611,0.001501,0.004887,0.002730,0.003238,0.004228,0.003348,0.002405,0.006806,0.001241
20140303,0.003033,0.001199,0.003278,0.002504,0.003429,0.003682,0.001840,0.003442,0.002508,0.002093,0.004092,0.003563,0.002739,0.006580,0.001269
20140310,0.002752,0.001425,0.003808,0.002094,0.003654,0.003157,0.001555,0.003167,0.002877,0.002402,0.003539,0.003204,0.002546,0.006933,0.001319
20140317,0.002640,0.001515,0.003071,0.002730,0.003140,0.003361,0.001636,0.003208,0.002644,0.001774,0.004196,0.003443,0.002958,0.006781,0.000978
20140324,0.002854,0.001290,0.002993,0.002628,0.003099,0.004332,0.001698,0.002720,0.002151,0.002612,0.004503,0.003242,0.002593,0.006900,0.000978
20140331,0.002692,0.001990,0.002343,0.002408,0.003131,0.003332,0.002012,0.002854,0.002405,0.001578,0.004066,0.003923,0.002367,0.006763,0.001152
20140407,0.002729,0.001596,0.002888,0.002453,0.003444,0.004050,0.001930,0.002912,0.002673,0.002154,0.004229,0.003846,0.002337,0.006165,0.001422
20140414,0.002596,0.001381,0.003163,0.002502,0.003042,0.003741,0.001879,0.004387,0.002404,0.002123,0.004622,0.003389,0.002256,0.006273,0.001356
20140421,0.003237,0.001220,0.003130,0.001854,0.003315,0.003070,0.001567,0.005270,0.002567,0.002195,0.003681,0.004121,0.002178,0.006525,0.000998
20140428,0.002903,0.000865,0.002891,0.002481,0.003192,0.004282,0.001529,0.005745,0.002560,0.002419,0.003858,0.004212,0.001734,0.005786,0.001254
20140505,0.003564,0.001533,0.002608,0.002073,0.003007,0.004158,0.001558,0.005560,0.002451,0.001994,0.003738,0.004086,0.002051,0.005647,0.001505
20140512,0.002836,0.001052,0.002836,0.002645,0.002820,0.003352,0.002187,0.003578,0.002237,0.002153,0.003903,0.004706,0.003060,0.006661,0.001188
20140519,0.002528,0.001120,0.002862,0.002901,0.002861,0.003407,0.001734,0.003285,0.002849,0.003121,0.004015,0.004153,0.002575,0.007244,0.001032
20140526,0.002321,0.001874,0.002871,0.002821,0.003058,0.004173,0.001958,0.002924,0.002501,0.002378,0.004282,0.004273,0.003163,0.006525,0.001319
20140602,0.002769,0.001399,0.002871,0.003415,0.002696,0.003506,0.001927,0.003218,0.002889,0.001996,0.004041,0.004043,0.003380,0.006731,0.001696
20140609,0.002359,0.002026,0.002942,0.003351,0.002768,0.003640,0.002451,0.002507,0.002477,0.002459,0.003667,0.004356,0.003345,0.006711,0.001520
20140616,0.002813,0.002249,0.003156,0.003002,0.002923,0.003255,0.001856,0.002696,0.002972,0.001453,0.004309,0.004478,0.003488,0.006378,0.001409
20140623,0.002853,0.002207,0.003255,0.002699,0.002869,0.003474,0.002009,0.002816,0.002240,0.001605,0.004311,0.005251,0.003128,0.006501,0.001843
20140630,0.002634,0.001123,0.002551,0.002888,0.002640,0.003140,0.002190,0.002725,0.002227,0.001758,0.004396,0.005451,0.002899,0.006065,0.001269
20140707,0.002569,0.001837,0.003348,0.002288,0.002848,0.003575,0.002040,0.002995,0.002427,0.001938,0.004161,0.004223,0.002697,0.006538,0.001384
20140714,0.002523,0.002017,0.002335,0.003772,0.002358,0.004049,0.002244,0.003408,0.002268,0.001824,0.004643,0.004613,0.002641,0.006407,0.001392
20140721,0.002818,0.001807,0.002526,0.002895,0.002436,0.003753,0.002227,0.006140,0.002232,0.001965,0.004519,0.004284,0.002462,0.005368,0.001719
20140728,0.002682,0.001306,0.002086,0.002516,0.002564,0.004429,0.001881,0.005756,0.002151,0.002110,0.003895,0.004465,0.002503,0.005639,0.001431
20140804,0.003340,0.001078,0.002658,0.001885,0.002330,0.004907,0.002453,0.005137,0.002417,0.002262,0.003731,0.004332,0.002236,0.005568,0.001499
20140811,0.002625,0.001634,0.002793,0.002228,0.002715,0.003767,0.001781,0.004545,0.002401,0.002452,0.004007,0.003860,0.003198,0.006072,0.001434
20140818,0.002322,0.001299,0.002920,0.002825,0.002835,0.003528,0.002462,0.003105,0.002591,0.003296,0.004069,0.004573,0.002475,0.006325,0.001431
20140825,0.002208,0.001205,0.002595,0.002882,0.002757,0.004649,0.002474,0.002983,0.001994,0.002376,0.004232,0.004190,0.002037,0.006403,0.001583
20140901,0.002300,0.001355,0.002912,0.003312,0.002811,0.003482,0.002487,0.002667,0.002273,0.002152,0.004088,0.004535,0.003315,0.005790,0.001181
20140908,0.002849,0.001517,0.003172,0.003199,0.002624,0.003082,0.002572,0.002563,0.002668,0.002417,0.003769,0.003996,0.003383,0.006271,0.001196
20140915,0.002614,0.001821,0.003399,0.002822,0.002570,0.003769,0.002603,0.002391,0.003048,0.001917,0.003339,0.004295,0.003622,0.006568,0.001451
20140922,0.002421,0.000970,0.002847,0.004169,0.002586,0.003826,0.002063,0.002727,0.002385,0.001709,0.004400,0.004646,0.003023,0.005786,0.001165
20140929,0.002665,0.001129,0.003039,0.003375,0.002738,0.003505,0.001977,0.002553,0.002374,0.001538,0.004443,0.004502,0.002164,0.005932,0.001338
20141006,0.002360,0.001169,0.003075,0.002659,0.003396,0.003704,0.002158,0.002854,0.002330,0.002202,0.004355,0.003786,0.002047,0.006709,0.001284
20141013,0.002914,0.001031,0.003793,0.002301,0.003855,0.004254,0.001973,0.003811,0.002654,0.001730,0.003948,0.003426,0.001943,0.004822,0.001041
20141020,0.002445,0.001254,0.003078,0.002332,0.002967,0.003288,0.001713,0.005208,0.002401,0.002406,0.004128,0.003481,0.002056,0.005617,0.001153
20141027,0.003072,0.000872,0.002773,0.001683,0.003118,0.004615,0.001576,0.005338,0.002794,0.002638,0.004108,0.003486,0.001943,0.005192,0.001300
20141103,0.003017,0.000875,0.002014,0.003102,0.002688,0.003765,0.001949,0.005791,0.002304,0.002556,0.004014,0.003840,0.001733,0.005628,0.001323
20141110,0.002597,0.001442,0.002689,0.003086,0.002744,0.004008,0.002276,0.004116,0.002221,0.002323,0.004251,0.003419,0.002745,0.006339,0.001115
20141117,0.002229,0.001912,0.002825,0.003624,0.002840,0.003057,0.001746,0.003023,0.002578,0.003445,0.004129,0.004014,0.003315,0.006487,0.001802
20141124,0.002067,0.001557,0.002832,0.002922,0.003264,0.003764,0.002511,0.003223,0.001706,0.002773,0.004124,0.004096,0.002705,0.005576,0.002376
20141201,0.002286,0.001365,0.002927,0.003099,0.003542,0.004510,0.002131,0.003423,0.002523,0.002936,0.003462,0.004112,0.003020,0.005439,0.001708
20141208,0.002539,0.001226,0.003256,0.003234,0.003375,0.004683,0.002388,0.002882,0.002151,0.002604,0.003877,0.003351,0.002437,0.005785,0.001924
20141215,0.002098,0.001797,0.003520,0.003462,0.003137,0.004215,0.002939,0.003024,0.002579,0.001927,0.003878,0.004071,0.001727,0.006134,0.001644
20141222,0.002129,0.001091,0.002162,0.003296,0.003221,0.004791,0.002070,0.002600,0.002021,0.001775,0.004213,0.004676,0.001721,0.005910,0.002351
20141229,0.002062,0.001007,0.002317,0.004063,0.003673,0.003759,0.002039,0.003004,0.001841,0.001973,0.004292,0.002727,0.001711,0.005614,0.002452
20150105,0.002114,0.002863,0.003683,0.004072,0.003661,0.004010,0.002653,0.003252,0.002430,0.003332,0.003997,0.003142,0.002175,0.004600,0.001703
20150112,0.002742,0.000987,0.003181,0.002653,0.003812,0.004513,0.002390,0.003768,0.002300,0.003299,0.003758,0.002825,0.002217,0.005727,0.001766
20150119,0.002445,0.005145,0.003358,0.002802,0.003372,0.003815,0.002340,0.003912,0.002285,0.001686,0.003809,0.003084,0.002416,0.005828,0.001511
20150126,0.002205,0.002161,0.002665,0.002228,0.003287,0.004241,0.001596,0.005864,0.002684,0.002106,0.003795,0.003705,0.001941,0.005774,0.001274
20150202,0.002674,0.003349,0.002810,0.002369,0.003523,0.004188,0.002578,0.004705,0.003237,0.002344,0.004040,0.003840,0.002419,0.005320,0.001463
20150209,0.002686,0.003574,0.003518,0.002253,0.003224,0.003826,0.001891,0.005026,0.002789,0.002282,0.004093,0.003716,0.002367,0.005970,0.001581
20150216,0.002695,0.002401,0.002805,0.002524,0.003187,0.003976,0.001973,0.004454,0.002460,0.002474,0.003800,0.003936,0.002378,0.006271,0.001491
20150223,0.002954,0.002302,0.003222,0.002937,0.002920,0.003885,0.001940,0.004759,0.003139,0.002301,0.004200,0.003702,0.002393,0.006027,0.001436
20150302,0.002775,0.002789,0.002919,0.002706,0.002984,0.003263,0.002410,0.003949,0.002773,0.002366,0.004741,0.004419,0.003246,0.006067,0.001552
20150309,0.002707,0.004082,0.002966,0.002865,0.003041,0.003025,0.002271,0.003726,0.002511,0.003060,0.004546,0.003774,0.003648,0.006616,0.001524
20150316,0.002294,0.003908,0.002889,0.003194,0.003233,0.003561,0.002350,0.003432,0.002734,0.001818,0.005027,0.003507,0.002870,0.006745,0.001284
20150323,0.002650,0.002755,0.003454,0.003409,0.003283,0.003576,0.002789,0.002937,0.002729,0.002181,0.004182,0.003635,0.002857,0.006579,0.001366
20150330,0.002303,0.003439,0.003154,0.002872,0.002851,0.003496,0.002837,0.002597,0.002273,0.002027,0.004775,0.004743,0.002764,0.006345,0.001872
20150406,0.002228,0.003137,0.003964,0.003093,0.003572,0.003311,0.002277,0.002873,0.002599,0.002668,0.004906,0.004497,0.003120,0.006755,0.001241
20150413,0.002698,0.002977,0.003727,0.002950,0.003122,0.003266,0.002675,0.003432,0.002522,0.001884,0.004986,0.003618,0.002797,0.006742,0.001654
20150420,0.002860,0.001804,0.002731,0.003658,0.002914,0.003098,0.001941,0.006035,0.002538,0.002479,0.004784,0.003396,0.001981,0.006390,0.001424
20150427,0.002585,0.002234,0.002786,0.002057,0.003140,0.002793,0.002028,0.006133,0.003048,0.002527,0.004604,0.003807,0.002233,0.005799,0.001728
20150504,0.002872,0.002802,0.002948,0.002535,0.002906,0.003256,0.001908,0.005791,0.002769,0.003487,0.004258,0.003893,0.002217,0.006209,0.001073
20150511,0.002444,0.001439,0.003300,0.003014,0.003274,0.003363,0.002040,0.004223,0.003260,0.002573,0.004653,0.003996,0.002621,0.006564,0.001404
20150518,0.002329,0.002102,0.002837,0.003183,0.003046,0.003150,0.002035,0.003456,0.003102,0.002743,0.004406,0.004601,0.003075,0.007433,0.001558
20150525,0.002103,0.001652,0.003266,0.003347,0.002970,0.003442,0.002655,0.003112,0.002723,0.002709,0.004931,0.005301,0.003190,0.006830,0.001688
20150601,0.002309,0.002438,0.002670,0.003322,0.003107,0.003574,0.003295,0.002893,0.002665,0.002573,0.004790,0.004359,0.003379,0.006387,0.001185
20150608,0.002539,0.002413,0.003117,0.003350,0.002740,0.003297,0.002562,0.002748,0.002772,0.002618,0.004487,0.004887,0.003561,0.007013,0.001586
20150615,0.002164,0.002035,0.003316,0.003226,0.002903,0.003138,0.002305,0.002605,0.002735,0.002085,0.005052,0.004987,0.003497,0.006661,0.001841
20150622,0.002170,0.002295,0.003447,0.003180,0.003061,0.002899,0.003159,0.002524,0.002554,0.001642,0.004469,0.005051,0.002833,0.007092,0.001492
20150629,0.002497,0.001289,0.002959,0.002617,0.003314,0.003165,0.002740,0.002288,0.002524,0.001303,0.004496,0.005885,0.002380,0.007473,0.001635
20150706,0.002060,0.002720,0.004344,0.002776,0.003490,0.003010,0.003027,0.002906,0.002244,0.001761,0.004671,0.004900,0.002669,0.006421,0.001477
20150713,0.003117,0.002198,0.003740,0.002295,0.003243,0.003285,0.002592,0.003704,0.002343,0.001724,0.004791,0.004840,0.002416,0.005999,0.001860
20150720,0.002824,0.002296,0.003624,0.003265,0.002887,0.002811,0.002263,0.005486,0.002858,0.002318,0.004575,0.004233,0.002139,0.005592,0.001404
20150727,0.002704,0.003004,0.002907,0.002827,0.003003,0.002379,0.001864,0.006586,0.002532,0.002519,0.004410,0.004698,0.001749,0.005757,0.001454
20150803,0.002696,0.002154,0.002910,0.002705,0.002887,0.003236,0.002064,0.006653,0.002646,0.003326,0.004062,0.004167,0.002531,0.005949,0.001748
20150810,0.002181,0.001924,0.003710,0.002633,0.003621,0.003805,0.002675,0.004306,0.002785,0.002674,0.004469,0.003866,0.002591,0.006896,0.001520
20150817,0.002521,0.001994,0.003665,0.003611,0.003561,0.001590,0.003199,0.003369,0.002350,0.003739,0.004633,0.003703,0.001976,0.006036,0.001631
20150824,0.002245,0.000969,0.003942,0.001253,0.005047,0.003759,0.002483,0.003266,0.003088,0.002797,0.004187,0.004718,0.002117,0.006717,0.001341
20150831,0.002271,0.001282,0.003531,0.003540,0.003548,0.004181,0.002791,0.003309,0.002955,0.002601,0.004640,0.004554,0.001635,0.005937,0.001772
20150907,0.002098,0.002468,0.004135,0.003480,0.003178,0.002867,0.002538,0.003448,0.002459,0.002738,0.004609,0.004748,0.002719,0.006386,0.001688
20150914,0.002272,0.001241,0.003584,0.003650,0.003490,0.003123,0.002095,0.003165,0.003589,0.001638,0.004942,0.004748,0.002176,0.006980,0.001244
20150921,0.002283,0.001288,0.003446,0.004854,0.003418,0.003208,0.002343,0.002739,0.003020,0.001999,0.003514,0.004630,0.002672,0.007484,0.001534
20150928,0.002221,0.001562,0.003172,0.003369,0.003745,0.002908,0.002183,0.003076,0.002508,0.002060,0.004539,0.005441,0.002472,0.007272,0.001819
20151005,0.002270,0.001563,0.003422,0.003181,0.003623,0.003317,0.002591,0.002549,0.002696,0.002646,0.005046,0.005134,0.002433,0.007238,0.001579
20151012,0.002616,0.001190,0.003261,0.003448,0.003408,0.002674,0.002722,0.003772,0.002904,0.001634,0.004876,0.004430,0.002171,0.006397,0.001615
20151019,0.002335,0.001782,0.003272,0.003196,0.003030,0.003038,0.002580,0.004567,0.002429,0.002140,0.004487,0.004383,0.001920,0.006580,0.001312
20151026,0.002655,0.001283,0.002670,0.002852,0.002945,0.003004,0.002098,0.006132,0.002886,0.002680,0.004332,0.004617,0.002015,0.006074,0.001711
20151102,0.002706,0.001518,0.002664,0.002532,0.002927,0.003120,0.002405,0.006625,0.002585,0.003008,0.004352,0.004667,0.002038,0.006317,0.001569
20151109,0.002360,0.001741,0.002440,0.002951,0.002998,0.002936,0.002585,0.004700,0.002138,0.002306,0.004613,0.004843,0.003632,0.007035,0.001681
20151116,0.002172,0.001116,0.002593,0.004275,0.003048,0.003051,0.002670,0.003220,0.002969,0.002778,0.004520,0.004709,0.003078,0.007532,0.001672
20151123,0.002289,0.001676,0.002738,0.003486,0.003557,0.002994,0.002436,0.002915,0.002315,0.002409,0.003945,0.005261,0.001924,0.008221,0.001852
20151130,0.002526,0.001922,0.003093,0.003270,0.003566,0.003191,0.002613,0.002955,0.003065,0.003263,0.003884,0.004444,0.002604,0.007254,0.001547
20151207,0.002535,0.001725,0.003148,0.004288,0.003787,0.004015,0.002368,0.002791,0.002716,0.002220,0.003795,0.004549,0.002697,0.007375,0.001874
20151214,0.002441,0.001682,0.003672,0.003080,0.003671,0.002955,0.003452,0.002754,0.003231,0.001255,0.004463,0.005347,0.002276,0.007046,0.001581
20151221,0.002300,0.001657,0.003039,0.003826,0.003391,0.003399,0.002531,0.002541,0.002354,0.001596,0.004224,0.006202,0.002888,0.006903,0.001735
20151228,0.001828,0.001899,0.001979,0.002800,0.003163,0.002786,0.003359,0.002426,0.001762,0.002096,0.004476,0.005534,0.002692,0.007094,0.002258
20160104,0.002056,0.003631,0.003449,0.003693,0.003396,0.002899,0.003491,0.003026,0.002493,0.003623,0.004126,0.004242,0.002624,0.006035,0.001789
20160111,0.002527,0.000995,0.003685,0.002853,0.004090,0.003733,0.003203,0.003393,0.002452,0.002789,0.003877,0.004848,0.001956,0.006889,0.001989
20160118,0.002558,0.001527,0.003487,0.003376,0.004225,0.004566,0.002855,0.003543,0.002853,0.001908,0.003836,0.004020,0.002332,0.006679,0.001875
20160125,0.002722,0.001077,0.003446,0.003205,0.003305,0.003629,0.002998,0.004642,0.002674,0.001403,0.004234,0.004576,0.002234,0.007068,0.001486
20160201,0.002325,0.001164,0.003061,0.002738,0.003200,0.002947,0.002840,0.004745,0.002995,0.002463,0.003999,0.004328,0.002122,0.006955,0.001691
20160208,0.002591,0.001216,0.003038,0.002934,0.003736,0.003384,0.002494,0.005267,0.002771,0.002105,0.004146,0.003644,0.001901,0.006824,0.001259
20160215,0.002950,0.001187,0.003438,0.002425,0.003332,0.003536,0.002825,0.004671,0.002930,0.002083,0.003694,0.004009,0.002825,0.007118,0.001414
20160222,0.002966,0.000997,0.002807,0.003252,0.003122,0.003346,0.002800,0.004829,0.003200,0.002931,0.003753,0.004553,0.002184,0.007219,0.001351
20160229,0.002474,0.001616,0.003096,0.002769,0.003395,0.002383,0.002680,0.003968,0.002707,0.003161,0.004311,0.004611,0.003122,0.007217,0.001753
20160307,0.002947,0.001232,0.003370,0.002182,0.003316,0.003519,0.002737,0.003702,0.002877,0.002727,0.004069,0.003770,0.003411,0.007406,0.001253
20160314,0.002630,0.001776,0.003206,0.002827,0.003337,0.003387,0.002926,0.003006,0.003230,0.002197,0.003868,0.004587,0.002964,0.007435,0.001505
20160321,0.002542,0.001880,0.003211,0.003660,0.003392,0.003722,0.002241,0.002638,0.002648,0.001791,0.004323,0.004335,0.003434,0.008004,0.001884
20160328,0.002546,0.001331,0.003392,0.003876,0.003236,0.003601,0.002892,0.002581,0.003370,0.001356,0.003070,0.003892,0.002625,0.007624,0.001554
20160404,0.003268,0.001604,0.003311,0.003540,0.003786,0.003093,0.002598,0.002692,0.003205,0.002715,0.003101,0.004500,0.002361,0.007203,0.001508
20160411,0.003350,0.001211,0.003383,0.003469,0.003543,0.004074,0.002413,0.002752,0.002744,0.001903,0.003619,0.003868,0.002562,0.007490,0.001551
20160418,0.003057,0.001128,0.003459,0.002932,0.003527,0.003796,0.002039,0.004426,0.002963,0.002117,0.003790,0.004190,0.002014,0.007211,0.001459
20160425,0.002950,0.001783,0.002979,0.002965,0.003063,0.003354,0.002484,0.006214,0.003123,0.003007,0.003392,0.004590,0.001950,0.006509,0.001542
20160502,0.002843,0.001534,0.002965,0.002459,0.003065,0.003359,0.002418,0.005319,0.002820,0.002647,0.003656,0.004207,0.002198,0.006810,0.001542
20160509,0.002782,0.001954,0.003151,0.002980,0.003775,0.003745,0.002635,0.003429,0.002766,0.002854,0.003014,0.003977,0.003304,0.007651,0.001446
20160516,0.002729,0.001613,0.003203,0.003023,0.003342,0.003665,0.002548,0.002856,0.003399,0.003433,0.003816,0.004223,0.003075,0.007817,0.001504
20160523,0.002376,0.001556,0.003048,0.003832,0.003019,0.003304,0.003047,0.002744,0.002910,0.002445,0.004032,0.004846,0.003114,0.007871,0.001735
20160530,0.002322,0.001753,0.002726,0.003702,0.003268,0.003087,0.003304,0.003101,0.003192,0.002163,0.003908,0.004642,0.002620,0.006782,0.001985
20160606,0.002659,0.002496,0.002967,0.004594,0.003491,0.003634,0.002588,0.002973,0.003021,0.002671,0.003203,0.003697,0.003572,0.006824,0.001537
20160613,0.002758,0.002743,0.003128,0.003580,0.003401,0.004057,0.002927,0.002443,0.003530,0.001735,0.003337,0.004731,0.003593,0.006976,0.001442
20160620,0.002597,0.001544,0.003690,0.003462,0.003651,0.003373,0.002955,0.002344,0.002945,0.001207,0.003695,0.004806,0.002316,0.006882,0.001414
20160627,0.002701,0.002226,0.003518,0.004312,0.003286,0.003377,0.002498,0.002518,0.002297,0.001715,0.003270,0.005995,0.002467,0.006701,0.001637
20160704,0.002502,0.002172,0.002925,0.003694,0.003299,0.003173,0.003000,0.002691,0.002649,0.002777,0.004010,0.005076,0.002616,0.006503,0.001810
20160711,0.002691,0.001783,0.003667,0.002908,0.003358,0.003710,0.003170,0.002724,0.003141,0.002028,0.003745,0.004180,0.002366,0.006370,0.001767
20160718,0.002560,0.001627,0.003286,0.002597,0.003111,0.003578,0.002789,0.003613,0.003027,0.002545,0.003852,0.004091,0.002824,0.006652,0.001525
20160725,0.002730,0.001566,0.002954,0.002531,0.003086,0.003262,0.001803,0.005712,0.003038,0.002810,0.003269,0.004350,0.002301,0.006456,0.002150
20160801,0.003109,0.000849,0.002365,0.001636,0.002920,0.002719,0.001781,0.005471,0.003123,0.003285,0.003527,0.003868,0.002158,0.006333,0.001763
20160808,0.002133,0.002298,0.003446,0.002233,0.003123,0.003591,0.002829,0.004082,0.002988,0.002889,0.003827,0.004216,0.003617,0.006592,0.001462
20160815,0.001992,0.002681,0.003537,0.003254,0.002676,0.002617,0.002959,0.002997,0.003015,0.003433,0.003946,0.004618,0.003135,0.007402,0.001467
20160822,0.002006,0.001832,0.003939,0.002915,0.003176,0.003889,0.003107,0.002892,0.003730,0.002851,0.004030,0.004981,0.002697,0.007390,0.001850
20160829,0.002175,0.001465,0.002618,0.004026,0.002772,0.003005,0.003717,0.002573,0.002869,0.002329,0.004207,0.004024,0.002061,0.007011,0.001884
20160905,0.002115,0.003541,0.003638,0.003564,0.003115,0.003015,0.002741,0.002698,0.002961,0.001739,0.004066,0.004296,0.004084,0.006806,0.001435
20160912,0.002499,0.002400,0.003298,0.003389,0.003105,0.003440,0.003093,0.002258,0.002669,0.002124,0.004452,0.004298,0.003257,0.006837,0.001437
20160919,0.002399,0.002394,0.003551,0.003824,0.003139,0.003084,0.003484,0.002193,0.003059,0.002214,0.004166,0.004364,0.003106,0.006605,0.001632
20160926,0.002545,0.001961,0.003325,0.004091,0.002759,0.003567,0.003454,0.002188,0.002632,0.001592,0.003911,0.004741,0.003193,0.006870,0.001578
20161003,0.002332,0.001204,0.003275,0.003429,0.002983,0.003298,0.003068,0.002786,0.002932,0.002057,0.004143,0.004941,0.002716,0.006702,0.001970
20161010,0.002431,0.001779,0.003740,0.003177,0.003107,0.004095,0.003097,0.002822,0.002577,0.001983,0.003851,0.004278,0.002053,0.006668,0.001485
20161017,0.002323,0.002301,0.004038,0.003969,0.002877,0.003257,0.002838,0.004060,0.003127,0.002249,0.003751,0.005109,0.002617,0.006772,0.001620
20161024,0.002200,0.001800,0.003175,0.003098,0.002882,0.003560,0.002689,0.005368,0.002663,0.002580,0.003832,0.004095,0.002439,0.006553,0.001658
20161031,0.002949,0.001408,0.002719,0.002944,0.002951,0.003374,0.002166,0.005081,0.002778,0.002465,0.003457,0.004486,0.002354,0.006077,0.001508
20161107,0.002180,0.001126,0.003252,0.004009,0.004046,0.003749,0.002526,0.003700,0.002498,0.001566,0.003162,0.003572,0.001740,0.006712,0.001176
20161114,0.002102,0.003133,0.002880,0.004202,0.003350,0.003349,0.002847,0.002755,0.003049,0.002250,0.003830,0.004351,0.002952,0.006464,0.001300
20161121,0.001972,0.002686,0.003159,0.003270,0.002827,0.003131,0.003041,0.002420,0.002481,0.002577,0.003391,0.004201,0.002914,0.006573,0.001741
20161128,0.001975,0.002047,0.003718,0.005003,0.002946,0.003314,0.002771,0.002640,0.002864,0.002082,0.003368,0.004216,0.003085,0.006079,0.002058
20161205,0.002104,0.002778,0.003488,0.005794,0.002722,0.003392,0.003520,0.002426,0.002179,0.001890,0.003142,0.003626,0.003761,0.006564,0.001863
20161212,0.002049,0.003209,0.004051,0.004397,0.002943,0.002793,0.003212,0.002711,0.003312,0.001367,0.003978,0.004327,0.003285,0.006483,0.001782
20161219,0.002193,0.002122,0.003841,0.004847,0.002665,0.002855,0.003033,0.002401,0.002618,0.001695,0.003335,0.005165,0.002589,0.006345,0.001828
