date,Valuation,IPO,Recommendations,Pharmaceuticals,Capital Markets,Energy,Management,Earnings,Federal Reserve,Retail,Technology,Mergers & Acquisitions,Debt Offerings,Corporate Strategy,Job Market
20170524,0.001459,0.002363,0.003570,0.005529,0.002944,0.003770,0.002992,0.002726,0.003480,0.002466,0.003801,0.004509,0.003701,0.006587,0.000911
20170525,0.001282,0.004830,0.003717,0.003879,0.003075,0.003634,0.003708,0.003214,0.003392,0.002761,0.003725,0.002752,0.002965,0.006280,0.001626
20170526,0.001850,0.006614,0.003764,0.003502,0.003030,0.003647,0.002791,0.002186,0.002508,0.001741,0.003282,0.003744,0.004366,0.007825,0.000589
20170527,0.006191,0.002065,0.002630,0.000645,0.010455,0.003423,0.009387,0.003456,0.000979,0.001006,0.001344,0.003165,0.001627,0.008562,0.000000
20170528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20170529,0.001332,0.000577,0.000164,0.002490,0.004318,0.000682,0.000857,0.000715,0.005390,0.000029,0.003983,0.001221,0.000234,0.007108,0.000000
20170530,0.002166,0.002683,0.003522,0.003276,0.002393,0.004381,0.005302,0.002129,0.001942,0.001218,0.003708,0.005182,0.002016,0.006976,0.001390
20170531,0.001707,0.001341,0.001149,0.004805,0.002964,0.004183,0.004524,0.002584,0.001964,0.001495,0.003266,0.004556,0.003137,0.007650,0.001121
20170601,0.001477,0.001896,0.001697,0.004595,0.002132,0.002925,0.003259,0.003045,0.002287,0.003072,0.003970,0.004779,0.001884,0.007512,0.001198
20170602,0.001962,0.002471,0.003852,0.005343,0.002951,0.004199,0.002137,0.002026,0.003599,0.002200,0.003701,0.005030,0.003004,0.006181,0.001306
20170603,0.001126,0.000366,0.000845,0.047735,0.000457,0.001592,0.001308,0.000313,0.004407,0.000816,0.001797,0.001678,0.000790,0.000693,0.001872
20170604,0.001779,0.001634,0.000025,0.019793,0.002223,0.001250,0.002307,0.000218,0.003839,0.001024,0.003246,0.001942,0.000010,0.006438,0.002047
20170605,0.001504,0.001364,0.002722,0.007973,0.002885,0.002811,0.003772,0.002415,0.001495,0.002115,0.004522,0.003216,0.002470,0.006397,0.001837
20170606,0.002236,0.003697,0.003138,0.003553,0.002341,0.003077,0.003572,0.002891,0.002844,0.002491,0.003357,0.004088,0.003805,0.006760,0.001302
20170607,0.002096,0.002722,0.002279,0.004898,0.002815,0.002865,0.002440,0.002322,0.001619,0.001872,0.004581,0.003622,0.003974,0.005943,0.001024
20170608,0.002400,0.002313,0.003584,0.003708,0.002488,0.002881,0.002950,0.002867,0.003462,0.001675,0.003774,0.003558,0.003246,0.007334,0.000925
20170609,0.001603,0.002828,0.004441,0.003092,0.002914,0.003524,0.004104,0.001763,0.002557,0.001951,0.003516,0.003548,0.003262,0.007449,0.001256
20170610,0.000755,0.001365,0.000704,0.001190,0.003523,0.002346,0.002647,0.002673,0.004892,0.001808,0.002577,0.001870,0.002228,0.011307,0.000001
20170611,0.000369,0.000123,0.000228,0.000787,0.003323,0.001199,0.002100,0.001028,0.000070,0.000042,0.003278,0.007644,0.001483,0.008816,0.000282
20170612,0.001481,0.001781,0.003027,0.005519,0.003102,0.002120,0.003251,0.001723,0.001620,0.001188,0.003494,0.004617,0.002187,0.007677,0.001231
20170613,0.001731,0.001853,0.003862,0.004528,0.002908,0.003977,0.003629,0.001874,0.002810,0.001275,0.004777,0.003027,0.003840,0.006622,0.001652
20170614,0.001927,0.002633,0.003400,0.004407,0.003480,0.003016,0.002734,0.002543,0.003610,0.002265,0.004600,0.003668,0.003138,0.006101,0.001024
20170615,0.002011,0.003287,0.002898,0.004041,0.003286,0.003190,0.002346,0.002009,0.003127,0.000894,0.004109,0.002524,0.002185,0.006640,0.001910
20170616,0.002032,0.002709,0.004748,0.003522,0.003026,0.002567,0.002661,0.002068,0.002606,0.002661,0.003430,0.004616,0.002648,0.006340,0.002279
20170617,0.001207,0.000595,0.001364,0.001537,0.000367,0.003207,0.001882,0.002038,0.000000,0.000003,0.005869,0.009945,0.003796,0.012446,0.000887
20170618,0.001218,0.000000,0.000010,0.000198,0.004743,0.000650,0.003179,0.002511,0.000082,0.000253,0.003478,0.000770,0.000000,0.006240,0.000497
20170619,0.002326,0.001771,0.003921,0.004259,0.002942,0.003246,0.002953,0.002101,0.002102,0.002095,0.004306,0.005203,0.001957,0.006062,0.001218
20170620,0.002478,0.002945,0.003884,0.003554,0.002650,0.002829,0.003595,0.002771,0.002231,0.001914,0.005129,0.003990,0.002906,0.005721,0.001167
20170621,0.001777,0.003068,0.003832,0.004195,0.002607,0.004061,0.002858,0.002047,0.002192,0.001818,0.004138,0.003849,0.002134,0.007286,0.001145
20170622,0.002482,0.003717,0.003573,0.004106,0.002439,0.002246,0.004499,0.002010,0.002259,0.002344,0.004572,0.003947,0.003822,0.006829,0.001611
20170623,0.001784,0.001298,0.003764,0.007095,0.002510,0.001805,0.002092,0.002235,0.002336,0.002363,0.003784,0.002681,0.002684,0.005070,0.002210
20170624,0.003662,0.001189,0.001225,0.000819,0.004672,0.000426,0.000158,0.002224,0.005597,0.004907,0.007647,0.002102,0.001628,0.011636,0.000077
20170625,0.004926,0.000812,0.000890,0.000769,0.002965,0.003336,0.000645,0.001448,0.004152,0.000141,0.002817,0.004490,0.000402,0.007927,0.000045
20170626,0.001794,0.000941,0.004106,0.004129,0.002799,0.003058,0.003280,0.002417,0.002194,0.001505,0.004701,0.004829,0.002827,0.006794,0.001372
20170627,0.002202,0.002463,0.003490,0.004171,0.003014,0.003002,0.002262,0.002595,0.002139,0.001199,0.004418,0.003846,0.002982,0.006960,0.001764
20170628,0.002569,0.003449,0.003281,0.004403,0.002632,0.003441,0.003004,0.002225,0.002862,0.001280,0.004288,0.004049,0.003900,0.006943,0.001439
20170629,0.001762,0.002595,0.003823,0.005064,0.002856,0.004006,0.002583,0.002407,0.002673,0.002278,0.003694,0.005627,0.002980,0.005498,0.001713
20170630,0.002046,0.001407,0.003898,0.002706,0.003317,0.002703,0.002431,0.002618,0.002115,0.002136,0.005061,0.003935,0.002130,0.006354,0.001851
20170701,0.002744,0.001826,0.001302,0.008129,0.004873,0.001072,0.000006,0.006229,0.002061,0.001509,0.006866,0.004413,0.001749,0.009122,0.000066
20170702,0.002587,0.000868,0.001249,0.000606,0.004611,0.009087,0.001126,0.000534,0.000097,0.002617,0.003960,0.007631,0.000132,0.004626,0.000375
20170703,0.001893,0.001056,0.001465,0.001929,0.003898,0.004382,0.001769,0.002957,0.002217,0.000578,0.003801,0.007635,0.002241,0.005519,0.001007
20170704,0.003225,0.000362,0.000948,0.001467,0.002135,0.001718,0.000802,0.001490,0.001954,0.000104,0.006731,0.001798,0.000885,0.005806,0.001616
20170705,0.002043,0.001098,0.002496,0.004702,0.002680,0.003882,0.004114,0.002366,0.001793,0.001645,0.004098,0.005079,0.002881,0.005981,0.000763
20170706,0.002091,0.001122,0.003010,0.002043,0.003111,0.002195,0.001886,0.002990,0.002743,0.002055,0.004417,0.004410,0.001567,0.005390,0.002249
20170707,0.001877,0.000924,0.004226,0.001652,0.003945,0.003803,0.003272,0.002692,0.003358,0.002467,0.003353,0.004972,0.001608,0.007206,0.001244
20170708,0.000160,0.000723,0.003112,0.001311,0.004762,0.007078,0.000000,0.002124,0.000756,0.000743,0.006515,0.010437,0.004708,0.011683,0.000000
20170709,0.000701,0.000922,0.000208,0.000977,0.003598,0.000987,0.004384,0.002011,0.001005,0.004630,0.005437,0.003463,0.000578,0.005184,0.000411
20170710,0.001994,0.001637,0.004572,0.005530,0.003342,0.002919,0.004832,0.002426,0.002242,0.001328,0.003856,0.004825,0.002383,0.005190,0.001110
20170711,0.001808,0.002731,0.002466,0.003794,0.002375,0.003108,0.004671,0.002024,0.001421,0.001951,0.005110,0.005872,0.002365,0.007352,0.001138
20170712,0.002200,0.001373,0.003294,0.004609,0.002975,0.003368,0.001858,0.002390,0.002943,0.001875,0.005266,0.003571,0.002178,0.005744,0.001342
20170713,0.001664,0.002818,0.002847,0.003155,0.002257,0.003907,0.003680,0.003099,0.002275,0.001819,0.004531,0.004185,0.002549,0.006470,0.001423
20170714,0.002199,0.002664,0.004702,0.002575,0.002400,0.002460,0.004527,0.003702,0.001962,0.001541,0.003442,0.006030,0.002491,0.007167,0.002106
20170715,0.001503,0.000975,0.000311,0.002932,0.002287,0.004975,0.000000,0.002796,0.000308,0.000963,0.000502,0.000555,0.000669,0.021994,0.000000
20170716,0.005170,0.000000,0.002037,0.001020,0.001166,0.000681,0.004358,0.000840,0.000046,0.000164,0.002866,0.001700,0.003083,0.006549,0.000070
20170717,0.001726,0.003358,0.003477,0.004823,0.002060,0.002310,0.004957,0.002597,0.002068,0.001113,0.004536,0.004407,0.004807,0.005974,0.001470
20170718,0.002217,0.003041,0.003702,0.004942,0.002362,0.003754,0.004608,0.003851,0.002272,0.001571,0.004994,0.004216,0.002706,0.004744,0.000853
20170719,0.001596,0.005623,0.003634,0.004859,0.002471,0.002226,0.003075,0.003985,0.001822,0.000832,0.004786,0.003309,0.002833,0.006572,0.001374
20170720,0.001752,0.005305,0.003273,0.003972,0.002497,0.002949,0.001969,0.003895,0.002633,0.001343,0.004528,0.004176,0.003004,0.006317,0.002001
20170721,0.002365,0.002006,0.004172,0.004788,0.002572,0.003692,0.002405,0.003752,0.002502,0.001187,0.003754,0.003447,0.001847,0.007767,0.000959
20170722,0.000000,0.000000,0.001366,0.006177,0.003793,0.000000,0.000000,0.000000,0.001643,0.000000,0.000000,0.006642,0.002420,0.028958,0.000000
20170723,0.003366,0.000000,0.000177,0.000417,0.003169,0.006296,0.003095,0.000687,0.000207,0.000201,0.001420,0.002842,0.000000,0.009770,0.000000
20170724,0.001835,0.001160,0.004057,0.006224,0.002421,0.002501,0.002984,0.003898,0.002364,0.002564,0.003738,0.005106,0.002336,0.006552,0.001085
20170725,0.001810,0.002055,0.003136,0.004274,0.003243,0.003277,0.001639,0.004931,0.002841,0.002359,0.004444,0.002444,0.002914,0.005896,0.001676
20170726,0.002752,0.002601,0.003200,0.003077,0.003012,0.003194,0.001725,0.004403,0.003192,0.001785,0.003190,0.004154,0.001730,0.006417,0.001258
20170727,0.001935,0.002133,0.002915,0.003808,0.003452,0.002764,0.001285,0.007280,0.003355,0.002920,0.002791,0.003983,0.001265,0.005421,0.002483
20170728,0.001986,0.003558,0.003630,0.003343,0.002798,0.003862,0.002932,0.004728,0.001476,0.002263,0.003293,0.003871,0.002485,0.005831,0.000955
20170729,0.000000,0.000407,0.001302,0.001232,0.002264,0.001121,0.000000,0.005564,0.000827,0.005651,0.011700,0.001779,0.004584,0.007959,0.000023
20170730,0.002924,0.000426,0.001202,0.001616,0.002128,0.001424,0.004169,0.000492,0.000313,0.000543,0.002363,0.003252,0.002711,0.007946,0.000833
20170731,0.001700,0.001049,0.003415,0.005836,0.002509,0.003811,0.002850,0.003213,0.001561,0.001501,0.004171,0.005001,0.002021,0.007028,0.001390
20170801,0.002075,0.000641,0.002661,0.004531,0.002408,0.003621,0.004623,0.005993,0.002692,0.001416,0.003771,0.002825,0.001661,0.005383,0.001441
20170802,0.003222,0.001283,0.002824,0.003533,0.002521,0.003127,0.002110,0.005705,0.002020,0.003354,0.002887,0.003113,0.002214,0.006041,0.000709
20170803,0.002139,0.002810,0.002012,0.003763,0.002553,0.003686,0.001298,0.006281,0.002156,0.002394,0.003843,0.003103,0.002530,0.004902,0.001829
20170804,0.001562,0.001811,0.003090,0.004912,0.001800,0.001694,0.002309,0.004481,0.003115,0.003085,0.004096,0.004225,0.001949,0.006826,0.001515
20170805,0.000391,0.000627,0.000000,0.002632,0.002412,0.002637,0.000627,0.001076,0.003998,0.000581,0.004953,0.015526,0.004478,0.013390,0.000000
20170806,0.001163,0.000505,0.000062,0.001483,0.003799,0.001323,0.004419,0.000264,0.000391,0.000000,0.003710,0.003340,0.000373,0.008649,0.000047
20170807,0.002152,0.001709,0.004524,0.005390,0.002595,0.003708,0.002071,0.003743,0.002875,0.001064,0.003408,0.003892,0.004321,0.005434,0.001184
20170808,0.002446,0.001470,0.002846,0.003804,0.002932,0.003687,0.002320,0.005024,0.001968,0.001468,0.003854,0.003754,0.002570,0.005741,0.001687
20170809,0.002286,0.006825,0.003593,0.003641,0.002501,0.002066,0.001064,0.004340,0.002243,0.002439,0.004495,0.003221,0.003174,0.006190,0.000555
20170810,0.001881,0.005248,0.003456,0.003682,0.002913,0.003198,0.003321,0.003872,0.001564,0.003928,0.003989,0.003749,0.003791,0.006394,0.001639
20170811,0.001348,0.005714,0.003912,0.002853,0.003266,0.004284,0.002516,0.003885,0.002931,0.002169,0.003229,0.004166,0.002471,0.006868,0.001531
20170812,0.002894,0.000000,0.002480,0.000077,0.000459,0.003044,0.000074,0.001848,0.000262,0.001634,0.011821,0.006180,0.004436,0.012234,0.000000
20170813,0.000366,0.000196,0.001176,0.000655,0.002987,0.002307,0.004563,0.002240,0.000215,0.000082,0.002514,0.003767,0.000480,0.005778,0.000550
20170814,0.002281,0.003465,0.003806,0.005101,0.002171,0.003310,0.003820,0.002613,0.001982,0.001401,0.004243,0.003094,0.004250,0.006058,0.000741
20170815,0.001804,0.003812,0.003357,0.003140,0.003005,0.002416,0.003163,0.002904,0.002693,0.002985,0.004140,0.003503,0.003755,0.006033,0.001973
20170816,0.001357,0.003608,0.003247,0.003869,0.002426,0.002933,0.002163,0.002622,0.002642,0.001470,0.004228,0.004237,0.003602,0.006977,0.001406
20170817,0.001551,0.002379,0.002696,0.003104,0.003377,0.003093,0.002985,0.002714,0.003162,0.002749,0.004774,0.003530,0.003198,0.006015,0.001776
20170818,0.002240,0.002112,0.004717,0.002844,0.002946,0.002845,0.002744,0.002620,0.002935,0.002782,0.003586,0.003466,0.002704,0.008117,0.000864
20170819,0.000447,0.001143,0.000702,0.002907,0.006149,0.000000,0.000496,0.003315,0.000068,0.000000,0.001933,0.004743,0.006957,0.014087,0.000000
20170820,0.011696,0.000154,0.000000,0.000000,0.001716,0.000580,0.000000,0.001881,0.000000,0.000602,0.002198,0.011230,0.003869,0.007928,0.000000
20170821,0.002068,0.002287,0.003591,0.004350,0.002335,0.003943,0.004193,0.002621,0.001893,0.001646,0.004077,0.004542,0.003043,0.006404,0.001598
20170822,0.001304,0.001541,0.002975,0.003248,0.002603,0.003038,0.002613,0.002992,0.002339,0.002381,0.005141,0.003993,0.001539,0.006716,0.001065
20170823,0.001868,0.001797,0.003229,0.002515,0.002818,0.003160,0.002547,0.003344,0.003837,0.003020,0.004700,0.003806,0.002073,0.006614,0.001364
20170824,0.001983,0.001896,0.002359,0.002826,0.002603,0.002204,0.002601,0.003811,0.002421,0.004234,0.004304,0.004595,0.002824,0.006722,0.002455
20170825,0.001983,0.001127,0.003497,0.003367,0.003161,0.003514,0.002804,0.002073,0.002377,0.001454,0.003780,0.003424,0.001949,0.007416,0.001075
20170826,0.006351,0.002382,0.006366,0.002158,0.002346,0.000000,0.001425,0.002652,0.000000,0.006298,0.002911,0.007346,0.009374,0.015069,0.000000
20170827,0.000188,0.000951,0.000861,0.000109,0.001931,0.011261,0.003863,0.000872,0.000339,0.000389,0.004634,0.002758,0.001977,0.003838,0.000109
20170828,0.001278,0.001868,0.002707,0.005964,0.002795,0.004074,0.002852,0.001789,0.001315,0.001526,0.005309,0.004971,0.001771,0.006036,0.001822
20170829,0.001177,0.000993,0.002348,0.004304,0.002407,0.003999,0.002852,0.002138,0.001932,0.001938,0.005594,0.004370,0.002220,0.006610,0.001307
20170830,0.001382,0.001523,0.002520,0.004349,0.002704,0.003070,0.002020,0.002589,0.001831,0.002035,0.004679,0.003039,0.001684,0.007403,0.000891
20170831,0.001325,0.001466,0.003712,0.004848,0.002888,0.003701,0.002695,0.003537,0.002632,0.002875,0.005390,0.002634,0.001237,0.004919,0.001840
20170901,0.001785,0.001285,0.001603,0.002754,0.002958,0.003516,0.004268,0.002377,0.001727,0.001334,0.005358,0.002876,0.002144,0.006914,0.002078
20170902,0.000680,0.000000,0.000261,0.000846,0.002825,0.016087,0.003149,0.000649,0.000441,0.000723,0.008760,0.002695,0.002337,0.007434,0.002132
20170903,0.001117,0.000117,0.000057,0.001333,0.002610,0.006817,0.002983,0.001896,0.000117,0.000271,0.003764,0.003168,0.001699,0.007251,0.000127
20170904,0.002056,0.000519,0.000934,0.001005,0.006251,0.002394,0.002792,0.001530,0.000690,0.000435,0.002694,0.007759,0.001112,0.007486,0.000237
20170905,0.001989,0.001804,0.003637,0.005380,0.002006,0.002991,0.002913,0.002498,0.002127,0.002031,0.004946,0.005650,0.003577,0.005535,0.001064
20170906,0.001779,0.001143,0.001967,0.004855,0.002323,0.002907,0.004354,0.002874,0.001366,0.003025,0.005413,0.004435,0.003425,0.006355,0.001696
20170907,0.001673,0.001589,0.002485,0.005640,0.003122,0.003005,0.002367,0.002063,0.002833,0.002560,0.003626,0.003738,0.003464,0.007069,0.001958
20170908,0.001800,0.002114,0.003778,0.007584,0.002347,0.000967,0.003402,0.001941,0.002905,0.002736,0.003440,0.003452,0.004428,0.006074,0.001536
20170909,0.008607,0.001938,0.001371,0.001051,0.003941,0.001377,0.003321,0.002926,0.000107,0.003848,0.007733,0.002186,0.001443,0.011644,0.000295
20170910,0.002178,0.000408,0.000314,0.001276,0.001796,0.006740,0.002139,0.000941,0.000258,0.004105,0.004887,0.003147,0.002858,0.005835,0.000170
20170911,0.002094,0.002978,0.003457,0.008467,0.001988,0.001374,0.001943,0.001921,0.001538,0.001121,0.004116,0.003864,0.004880,0.006095,0.000905
20170912,0.002380,0.002229,0.002945,0.004906,0.002496,0.001815,0.003675,0.002096,0.002116,0.002311,0.004052,0.003473,0.002193,0.006711,0.001294
20170913,0.001563,0.003981,0.003553,0.004098,0.002805,0.003930,0.002947,0.002039,0.001919,0.001035,0.004160,0.003069,0.002646,0.006922,0.000833
20170914,0.001804,0.004519,0.003393,0.005454,0.002566,0.002949,0.001953,0.002091,0.003205,0.001068,0.003985,0.004384,0.003344,0.006906,0.001814
20170915,0.001356,0.003328,0.004225,0.002952,0.002437,0.003185,0.003552,0.002402,0.002361,0.002631,0.003900,0.003243,0.002606,0.007299,0.001359
20170916,0.005542,0.001546,0.002343,0.000000,0.009638,0.008044,0.000123,0.002721,0.000148,0.000532,0.004198,0.002697,0.004181,0.009542,0.000198
20170917,0.002190,0.001244,0.001042,0.000679,0.002589,0.001378,0.001809,0.000317,0.000353,0.005688,0.002174,0.008164,0.001074,0.009021,0.000000
20170918,0.002179,0.002040,0.003826,0.004926,0.002408,0.002827,0.003417,0.002261,0.002351,0.001661,0.003902,0.003826,0.003193,0.007199,0.000965
20170919,0.002012,0.003008,0.003737,0.004335,0.002233,0.002398,0.002913,0.002469,0.002199,0.002087,0.004085,0.004740,0.004718,0.006853,0.001340
20170920,0.001857,0.002655,0.003887,0.004577,0.003193,0.002697,0.001453,0.002340,0.003408,0.001844,0.004416,0.003704,0.003880,0.007404,0.001080
20170921,0.001619,0.003006,0.003365,0.004905,0.002293,0.002776,0.004223,0.001872,0.003111,0.000874,0.004335,0.003282,0.003797,0.007514,0.002510
20170922,0.001175,0.002696,0.003813,0.005475,0.002709,0.002506,0.002356,0.002673,0.002406,0.001735,0.003456,0.004398,0.002375,0.008290,0.001964
20170923,0.002641,0.000822,0.000881,0.000408,0.003177,0.000326,0.000760,0.001117,0.000285,0.003390,0.009964,0.005398,0.004902,0.013824,0.000000
20170924,0.004023,0.000665,0.000000,0.000224,0.000276,0.001141,0.000277,0.000776,0.000021,0.000000,0.003709,0.004074,0.000316,0.006412,0.000108
20170925,0.001288,0.002286,0.002928,0.006158,0.002589,0.004805,0.004394,0.002317,0.001993,0.001789,0.004455,0.004453,0.003024,0.005534,0.001819
20170926,0.001491,0.004176,0.002847,0.005096,0.002459,0.003219,0.003067,0.002567,0.002053,0.002091,0.004774,0.003675,0.001938,0.006511,0.001367
20170927,0.001598,0.002626,0.002567,0.004811,0.002397,0.003103,0.002567,0.002291,0.002683,0.001253,0.004558,0.003537,0.002555,0.006523,0.001075
20170928,0.001761,0.002742,0.003676,0.004426,0.002211,0.002990,0.004074,0.002172,0.002440,0.001347,0.004824,0.004156,0.002210,0.007516,0.001684
20170929,0.002106,0.003951,0.004195,0.004216,0.002203,0.002195,0.002967,0.001977,0.002236,0.001304,0.003716,0.002864,0.003814,0.007470,0.001850
20170930,0.003818,0.000912,0.000432,0.000000,0.001966,0.000000,0.000557,0.002761,0.002407,0.000279,0.006917,0.002117,0.007172,0.013565,0.003514
20171001,0.000458,0.000083,0.000000,0.000360,0.001166,0.001134,0.004882,0.000356,0.000203,0.004200,0.004325,0.003099,0.000000,0.012803,0.000000
20171002,0.001856,0.002624,0.003661,0.004891,0.002596,0.002398,0.004304,0.002339,0.001875,0.001052,0.003998,0.004818,0.004256,0.005868,0.000943
20171003,0.001917,0.003005,0.003539,0.003427,0.002297,0.002880,0.001687,0.002602,0.002218,0.002074,0.004626,0.004393,0.003838,0.006415,0.000820
20171004,0.002084,0.003918,0.003049,0.004325,0.002740,0.002908,0.002087,0.002761,0.002258,0.001644,0.004151,0.003901,0.003613,0.006241,0.001781
20171005,0.001788,0.004727,0.002646,0.004301,0.002465,0.003069,0.002420,0.002171,0.002403,0.001311,0.003603,0.005023,0.002974,0.007141,0.001467
20171006,0.001170,0.002414,0.003212,0.005384,0.002651,0.004655,0.002258,0.002313,0.002670,0.001848,0.003425,0.004411,0.002792,0.006732,0.000747
20171007,0.003276,0.002183,0.001391,0.005874,0.003362,0.001443,0.000679,0.001384,0.000114,0.001455,0.004673,0.005542,0.002407,0.015854,0.000000
20171008,0.001608,0.000968,0.000027,0.000346,0.004806,0.004279,0.006305,0.006015,0.005630,0.000554,0.002433,0.001612,0.001324,0.006158,0.000118
20171009,0.001462,0.001908,0.004712,0.005429,0.002332,0.001976,0.003334,0.002386,0.001722,0.001637,0.005944,0.003062,0.001942,0.006291,0.000605
20171010,0.002196,0.003076,0.003674,0.005027,0.002646,0.003571,0.002857,0.002444,0.002558,0.002138,0.004721,0.004306,0.003367,0.006938,0.000788
20171011,0.002108,0.003862,0.004183,0.004499,0.003120,0.003399,0.002140,0.002627,0.003332,0.001108,0.003416,0.003249,0.002074,0.007247,0.000989
20171012,0.002230,0.003750,0.003171,0.004993,0.002763,0.003081,0.002474,0.002909,0.002759,0.001902,0.004538,0.002523,0.002541,0.006610,0.001312
20171013,0.002177,0.004901,0.002849,0.004339,0.003062,0.003081,0.001990,0.002978,0.001680,0.002776,0.003326,0.003840,0.002675,0.006736,0.000977
20171014,0.001162,0.001027,0.002468,0.005221,0.001290,0.002311,0.000079,0.004430,0.000028,0.001389,0.007285,0.000066,0.004427,0.020075,0.000000
20171015,0.006240,0.000830,0.002351,0.000000,0.008285,0.000000,0.000293,0.004547,0.013118,0.000784,0.002373,0.003535,0.002457,0.006755,0.000363
20171016,0.002078,0.003033,0.003686,0.005959,0.002585,0.003508,0.003359,0.002256,0.001441,0.002125,0.003965,0.004332,0.002294,0.006894,0.000796
20171017,0.002191,0.003864,0.003993,0.003703,0.002679,0.002535,0.003281,0.003176,0.002324,0.001060,0.003663,0.003984,0.002289,0.006381,0.001410
20171018,0.001784,0.002006,0.002684,0.005243,0.002230,0.003322,0.001564,0.002936,0.002112,0.001942,0.004793,0.004410,0.003074,0.006130,0.001615
20171019,0.002085,0.002055,0.003386,0.004157,0.002956,0.003111,0.002265,0.003223,0.002706,0.001598,0.004220,0.004188,0.002017,0.006286,0.001654
20171020,0.002325,0.002403,0.003563,0.003644,0.002745,0.002797,0.002785,0.003471,0.001907,0.001873,0.003671,0.003347,0.002464,0.007395,0.001414
20171021,0.002591,0.000033,0.000481,0.001837,0.006070,0.008387,0.004330,0.002505,0.000070,0.000128,0.008283,0.001004,0.001270,0.009934,0.000000
20171022,0.000822,0.000000,0.000036,0.000328,0.004300,0.003222,0.000762,0.001672,0.000291,0.000000,0.003653,0.006503,0.000000,0.005865,0.000307
20171023,0.002075,0.002735,0.003643,0.004455,0.002676,0.002328,0.002299,0.003306,0.002373,0.001791,0.003912,0.004557,0.003122,0.006617,0.000997
20171024,0.003029,0.004244,0.003263,0.003814,0.002404,0.002813,0.002354,0.004769,0.002484,0.002408,0.003889,0.003328,0.002965,0.005256,0.001590
20171025,0.002882,0.002149,0.001974,0.002328,0.002629,0.002308,0.002850,0.005574,0.002412,0.002131,0.004093,0.002959,0.004081,0.006961,0.001099
20171026,0.002168,0.002679,0.002465,0.003694,0.002624,0.002445,0.001727,0.007413,0.002104,0.002063,0.003508,0.003745,0.002309,0.006343,0.001110
20171027,0.001205,0.002638,0.004445,0.004166,0.002598,0.003673,0.001853,0.005502,0.002590,0.002179,0.003204,0.002663,0.002345,0.007111,0.002094
20171028,0.003381,0.000176,0.006699,0.000525,0.004099,0.000694,0.011022,0.001916,0.001255,0.004215,0.000736,0.002092,0.000000,0.013676,0.000004
